Knoten,Vektoren,Arrays
16035,5.316,5.3172
13508,4.502,4.507
19295,6.347,6.3521
19555,6.386,6.3843000000000005
19462,6.083,6.079
19925,6.441,6.4493
74491,6.803,6.8024
98361,4.567,4.5668
13488,4.442,4.4375
11339,0.194,0.194
27108,2.53,2.5296999999999996
14282,0.284,0.2848
50977,1.79,1.7908
20897,1.678,1.6785
130026,2.103,2.1069
13846,0.742,0.7425
47450,0.395,0.3956
14458,0.289,0.2898
17968,0.293,0.293
17188,0.291,0.2914
21619,1.59,1.5904
49578,0.876,0.8776
