Knoten,Vektoren,Arrays
11339,194.04,194.04
13488,4604.8,4604.58
13508,4673.44,4676.94
13846,753.64,753.5
14282,285.28,285.2
14458,289.88,289.82
16035,5520.04,5519.74
17188,291.52,291.28
17968,293.0,293.0
19295,6598.96,6596.28
19462,6318.04,6318.06
19555,6622.4,6626.98
19925,6685.92,6689.98
20897,1723.36,1723.3
21619,1654.28,1650.42
27108,2615.24,2614.78
47450,395.56,395.6
49578,891.92,891.6
50977,1840.56,1840.74
74491,7074.56,7077.78
98361,4710.2,4709.42
130026,2160.92,2161.6
