Knoten,Vektoren,Arrays
16035,7.703,5.54
13508,6.515,4.705
19295,9.293,6.656
19555,9.254,6.641
19462,9.03,6.423
19925,9.414,6.792
74491,31.258,7.432
98361,41.129,5.03
13488,6.419,4.629
11339,0.2,0.197
27108,3.683,2.638
14282,0.3,0.287
50977,2.713,1.887
20897,2.426,1.774
130026,3.255,2.213
13846,1.078,0.77
47450,0.4,0.398
14458,0.3,0.29
17968,0.3,0.292
17188,0.3,0.291
21619,2.332,1.69
49578,1.338,0.924
